costat,curcd,datafmt,indfmt,consol,gvkey,fyear,conm,sic,at,seq,ni,csho,prcc_f
A,USD,STD,INDL,C,001689,2023,APPALACHIAN POWER,4911,15711.9000,5276.7000,294.4000,13.5000,
A,USD,STD,INDL,C,001690,2023,APPLE INC,3663,352583.0000,62146.0000,96995.0000,15550.0610,171.210000000000
A,USD,STD,INDL,C,001704,2023,APPLIED MATERIALS INC,3559,30729.0000,16349.0000,6856.0000,833.0000,132.350000000000
A,USD,STD,INDL,C,001706,2023,ENERPAC TOOL GROUP CORP,3533,762.5970,326.6200,46.5610,54.9880,26.200000000000
A,USD,STD,INDL,C,001718,2023,ADVANCED OXYGEN TECHNOLOGY,6512,0.6980,0.3510,0.0020,3.2930,0.171000000000
A,USD,STD,INDL,C,001722,2023,ARCHER-DANIELS-MIDLAND CO,2070,54631.0000,24132.0000,3483.0000,513.0000,72.220000000000
A,USD,STD,INDL,C,001742,2023,ARIZONA PUBLIC SERVICE CO,4911,24516.4550,7241.9380,547.3370,71.2650,
A,USD,STD,INDL,C,001743,2023,ARCBEST CORP,4213,2485.0940,1242.3630,195.4330,23.5640,120.210000000000
A,USD,STD,INDL,C,001745,2023,ENTERGY ARKANSAS,4911,13672.8580,3739.0710,402.0810,,
A,USD,STD,INDL,C,001773,2023,ARROW ELECTRONICS INC,5065,21726.1680,5805.4640,903.5050,53.8110,122.250000000000
A,USD,STD,INDL,C,014763,2023,ROYCE SMALL CAP TRUST INC,6726,,,,111.6710,14.560000000000
A,USD,STD,INDL,C,001783,2023,ARTS WAY MFG INC,3523,24.4020,11.6410,0.2670,5.0130,2.060000000000
A,USD,STD,INDL,C,001794,2023,ASHLAND INC,2820,5939.0000,3097.0000,178.0000,51.0000,81.680000000000
A,USD,STD,INDL,C,001820,2023,ASTRONOVA INC,3577,133.2510,90.2820,4.6940,7.4430,17.630000000000
A,USD,STD,INDL,C,014769,2023,TCW STRATEGIC INCOME FUND,6726,,,,47.7850,4.590000000000
A,USD,STD,INDL,C,001823,2023,ASTRONICS CORP,3640,633.7920,249.5180,-26.4210,34.5210,17.420000000000
A,USD,STD,INDL,C,014770,2023,SABA CAPITAL IN & OP FUND II,6726,,,,56.5110,3.790000000000
A,USD,STD,INDL,C,001837,2023,SOUTHERN CO GAS,4924,25083.0000,10803.0000,615.0000,,
A,USD,STD,INDL,C,001864,2023,REX AMERICAN RESOURCES CORP,2860,664.8020,513.9180,60.9350,17.5040,41.390000000000
A,USD,STD,INDL,C,001878,2023,AUTODESK INC,7370,9912.0000,1855.0000,906.0000,214.0000,253.810000000000
A,USD,STD,INDL,C,001891,2023,AUTOMATIC DATA PROCESSING,7374,50971.0000,3509.1000,3412.0000,412.1000,219.790000000000
A,USD,STD,INDL,C,014779,2023,BNY MELLON STRATEGIC MUNS IN,6726,,,,62.2910,5.330000000000
A,USD,STD,INDL,C,001913,2023,AVERY DENNISON CORP,2670,8209.8000,2127.9000,503.0000,80.4960,202.160000000000
A,USD,STD,INDL,C,001919,2023,AVNET INC,5065,12477.1590,4751.6690,770.8280,91.5040,50.450000000000
A,USD,STD,INDL,C,001926,2023,AZZ INC,3470,2195.5050,934.4910,101.6070,25.1020,72.800000000000
A,USD,STD,INDL,C,001932,2023,BRITISH AMER TOBACCO PLC,2111,151220.4410,64812.2180,-18300.6850,2230.4560,29.290000000000
A,USD,STD,INDL,C,001949,2023,BRT APARTMENTS CORP,6798,709.9630,228.4600,3.8730,17.5360,18.590000000000
A,USD,STD,INDL,C,001968,2023,BADGER METER INC,3824,716.9190,516.4820,92.5980,29.3470,154.370000000000
A,USD,STD,INDL,C,001979,2023,BALCHEM CORP  -CL B,2860,1597.2110,1053.9840,108.5430,32.2550,148.750000000000
A,USD,STD,INDL,C,001988,2023,BALL CORP,3411,19303.0000,3769.0000,707.0000,315.6900,57.520000000000
A,USD,STD,INDL,C,002002,2023,POPULAR INC,6020,70758.1550,5146.9530,541.3420,72.1540,82.070000000000
A,USD,STD,INDL,C,002005,2023,BANK OF HAWAII CORP,6020,23733.2960,1414.2420,171.2020,39.7530,72.460000000000
A,USD,STD,INDL,C,174930,2023,FIRST TR DJ INTERNT IDX FD,6722,,,,31.9000,186.550000000000
A,USD,STD,INDL,C,002019,2023,BANK OF NEW YORK MELLON CORP,6020,409953.0000,40874.0000,3286.0000,759.3440,52.050000000000
I,USD,STD,INDL,C,002049,2023,BARNES GROUP INC,3490,3308.0140,1362.2630,15.9960,50.6870,32.630000000000
A,USD,STD,INDL,C,002052,2023,BARNWELL INDUSTRIES,1311,35.4210,18.7440,-0.9610,9.9910,2.635000000000
A,USD,STD,INDL,C,002055,2023,BARRICK MINING CORP,1040,45811.0000,23341.0000,1272.0000,1755.5700,18.090000000000
A,USD,STD,INDL,C,002080,2023,BASSETT FURNITURE INDS,2511,370.4240,183.4410,-3.1710,8.7680,16.520000000000
A,USD,STD,INDL,C,002086,2023,BAXTER INTERNATIONAL INC,3841,28276.0000,8402.0000,2656.0000,507.6330,38.660000000000
A,USD,STD,INDL,C,002101,2023,APPLIED INDUSTRIAL TECH INC,5080,2743.3320,1458.4370,346.7390,38.6570,144.830000000000
A,USD,STD,INDL,C,002109,2023,SPARX HLDGS GROUP,3569,0.1000,0.0990,-0.0480,283.8250,0.030000000000
A,USD,STD,INDL,C,002111,2023,BECTON DICKINSON & CO,3841,52780.0000,25796.0000,1484.0000,290.3920,258.530000000000
A,USD,STD,INDL,C,002113,2023,NITCHES INC,2330,0.1790,-0.3560,-0.8270,343.7600,0.001500000000
A,USD,STD,INDL,C,002124,2023,BEL FUSE INC,3677,571.6310,340.5580,73.8310,12.7620,66.770000000000
A,USD,STD,INDL,C,002136,2023,VERIZON COMMUNICATIONS INC,4812,380255.0000,92430.0000,11614.0000,4204.2610,37.700000000000
A,USD,STD,INDL,C,002176,2023,BERKSHIRE HATHAWAY,9997,1069978.0000,561273.0000,96223.0000,2162.2250,356.660000000000
A,USD,STD,INDL,C,002184,2023,BEST BUY CO INC,5731,14967.0000,3053.0000,1241.0000,215.4000,72.490000000000
A,USD,STD,INDL,C,002220,2023,BIO-RAD LABORATORIES INC,3826,12299.0700,8741.1330,-637.3240,28.5190,322.890000000000
A,USD,STD,INDL,C,002240,2023,NON INVASIVE MONITOR,9995,0.0230,-0.6120,-0.1990,154.8110,0.020000000000
A,USD,STD,INDL,C,002259,2023,BLACK HILLS CORP,4923,9620.4000,3215.3000,262.2000,68.1970,53.950000000000
A,USD,STD,INDL,C,002269,2023,BLOCK H & R INC,7200,3072.2580,32.0640,553.7000,146.1500,31.870000000000
A,USD,STD,INDL,C,002270,2023,VALARIS LIMITED,1381,4322.2000,1987.6000,865.4000,72.4000,68.570000000000
A,USD,STD,INDL,C,002277,2023,BLUE RIDGE REAL ESTATE CO,6500,23.7460,21.9180,2.4030,2.4090,9.250000000000
A,USD,STD,INDL,C,002285,2023,BOEING CO,3721,137012.0000,-17233.0000,-2222.0000,609.5150,260.660000000000
A,USD,STD,INDL,C,002312,2023,ROBERT HALF INC,7363,3010.7890,1588.3510,411.1460,105.2090,87.920000000000
A,USD,STD,INDL,C,002352,2023,BRADY CORP,3990,1389.2570,990.9190,174.8570,48.5480,51.580000000000
A,USD,STD,INDL,C,002369,2023,BROOKFIELD CORP,6200,490095.0000,45777.0000,1130.0000,1523.4570,40.120000000000
A,USD,STD,INDL,C,002390,2023,BRIDGFORD FOODS CORP,2013,166.9980,129.5350,3.4740,9.0770,10.400000000000
A,USD,STD,INDL,C,002403,2023,BRISTOL-MYERS SQUIBB CO,2834,95159.0000,29430.0000,8025.0000,2021.0000,51.310000000000
A,USD,STD,INDL,C,002410,2023,BP PLC,2911,280294.0000,70283.0000,15239.0000,2804.1090,35.400000000000
A,USD,STD,INDL,C,002435,2023,BROWN FORMAN CORP,2085,8166.0000,3517.0000,1024.0000,472.6000,47.850000000000
A,USD,STD,INDL,C,002436,2023,CALERES INC,5661,1804.7460,560.6310,171.3910,35.4900,31.370000000000
A,USD,STD,INDL,C,002444,2023,BRUNSWICK CORP,3510,6230.5000,2087.4000,420.4000,68.2270,96.750000000000
A,USD,STD,INDL,C,002448,2023,MATERION CORP,3330,1762.7260,885.0530,95.7020,20.6460,130.130000000000
A,USD,STD,INDL,C,002490,2023,BURLINGTON NORTHERN SANTA FE,4011,94577.0000,49263.0000,5087.0000,,
A,USD,STD,INDL,C,002497,2023,MASTEC INC,1623,9373.5110,2706.1520,-49.9490,79.2800,75.720000000000
A,USD,STD,INDL,C,002504,2023,UNISYS CORP,7373,1965.4000,-151.8000,-430.7000,68.4000,5.620000000000
A,USD,STD,INDL,C,002519,2023,BUTLER NATIONAL CORP,8741,113.9750,54.4410,12.5120,68.7710,0.835500000000
A,USD,STD,INDL,C,002536,2023,LIVERAMP HOLDINGS INC,7370,1231.4430,949.1350,11.8810,66.2740,34.500000000000
A,USD,STD,INDL,C,002547,2023,CIGNA GROUP (THE),6324,152761.0000,46223.0000,5164.0000,292.5040,299.450000000000
A,USD,STD,INDL,C,002558,2023,CNA FINANCIAL CORP,6331,64711.0000,9893.0000,1205.0000,270.8810,42.310000000000
A,USD,STD,INDL,C,002573,2023,CSP INC,7373,65.9040,46.1480,5.2040,4.7280,17.500000000000
A,USD,STD,INDL,C,002574,2023,CSX CORP,4011,42408.0000,12128.0000,3715.0000,1958.7570,34.670000000000
A,USD,STD,INDL,C,002577,2023,CTS CORP,3670,741.1670,526.8220,60.5320,30.8240,43.740000000000
A,USD,STD,INDL,C,002578,2023,TELOS CORP/MD,7373,208.6990,159.0030,-34.4220,70.2400,3.650000000000
A,USD,STD,INDL,C,002581,2023,CVD EQUIPMENT CORP,3559,35.0250,26.2030,-4.1800,6.8250,4.430000000000
A,USD,STD,INDL,C,002593,2023,CABOT CORP,2890,3604.0000,1264.0000,445.0000,55.2440,69.270000000000
A,USD,STD,INDL,C,002596,2023,CACI INTL INC  -CL A,7373,6600.8080,3224.1990,384.7350,22.7970,340.840000000000
A,USD,STD,INDL,C,002628,2023,CALIFORNIA WATER SERVICE GP,4941,4595.5330,1426.7330,51.9110,57.7240,51.870000000000
A,USD,STD,INDL,C,002663,2023,CAMPBELL'S CO (THE),2030,12058.0000,3661.0000,858.0000,298.0000,45.820000000000
A,USD,STD,INDL,C,002710,2023,CONSTELLATION BRANDS,2082,25691.7000,9743.1000,1727.4000,182.8880,248.520000000000
A,USD,STD,INDL,C,002721,2023,CANON INC,3577,38427.1470,23787.5450,1876.5500,987.7990,25.677000000000
A,USD,STD,INDL,C,002735,2023,CAPITAL PROPERTIES INC,6519,8.9470,7.5910,2.3270,6.6000,12.000000000000
A,USD,STD,INDL,C,002751,2023,CARDINAL HEALTH INC,5122,43417.0000,-2852.0000,261.0000,251.0000,94.570000000000
A,USD,STD,INDL,C,002771,2023,CARLISLE COS INC,2950,6620.0000,2829.0000,767.4000,47.7000,312.430000000000
A,USD,STD,INDL,C,002783,2023,PROGRESS ENERGY INC,4911,67094.0000,22860.0000,1956.0000,,
A,USD,STD,INDL,C,002787,2023,CARPENTER TECHNOLOGY CORP,3312,3053.9000,1396.1000,56.4000,48.6360,56.130000000000
A,USD,STD,INDL,C,002807,2023,CASEYS GENERAL STORES INC,5412,6347.4330,3015.3810,501.9720,37.0080,319.580000000000
A,USD,STD,INDL,C,002817,2023,CATERPILLAR INC,3531,87476.0000,19494.0000,10335.0000,499.3770,295.670000000000
A,USD,STD,INDL,C,002818,2023,CATO CORP  -CL A,5621,486.8170,192.3210,-23.9410,20.5670,6.760000000000
A,USD,STD,INDL,C,002820,2023,CAVCO INDUSTRIES INC,2452,1354.1600,1033.4110,157.8170,8.3210,399.060000000000
A,USD,STD,INDL,C,002829,2023,R F INDUSTRIES LTD,3678,82.2780,39.7620,-3.0780,10.3430,2.960000000000
A,USD,STD,INDL,C,002884,2023,LUMEN TECHNOLOGIES INC,4813,34018.0000,417.0000,-10298.0000,1008.4860,1.830000000000
A,USD,STD,INDL,C,002960,2023,CHEMED CORP,8082,1668.0950,1107.8760,272.5090,15.0350,584.750000000000
A,USD,STD,INDL,C,002968,2023,JPMORGAN CHASE & CO,6020,3875393.0000,327878.0000,49552.0000,2876.6590,170.100000000000
A,USD,STD,INDL,C,002986,2023,CHESAPEAKE UTILITIES CORP,4923,3304.7040,1246.1040,87.2120,22.2350,105.630000000000
A,USD,STD,INDL,C,002990,2023,IMUNON INC,2836,21.9180,13.3880,-19.5150,9.4000,0.680000000000
A,USD,STD,INDL,C,002991,2023,CHEVRON CORP,2911,261632.0000,160957.0000,21369.0000,1865.6480,149.160000000000
A,USD,STD,INDL,C,002999,2023,CHICAGO RIVET & MACHINE CO,3452,27.8310,25.9670,-4.4020,0.9660,16.980000000000
A,USD,STD,INDL,C,003007,2023,BRINKER INTL INC,5812,2487.0000,-144.3000,102.6000,44.6000,36.600000000000
A,USD,STD,INDL,C,003026,2023,CHURCH & DWIGHT INC,2840,8569.2000,3855.4000,755.6000,243.1530,94.560000000000
A,USD,STD,INDL,C,003028,2023,CHURCHILL DOWNS INC,7990,6955.5000,893.6000,417.3000,74.5000,134.930000000000
A,USD,STD,INDL,C,003039,2023,DUKE ENERGY OHIO INC,4931,12216.0000,5100.0000,334.0000,89.6630,
A,USD,STD,INDL,C,003062,2023,CINTAS CORP,7200,9168.8170,4316.3720,1571.5920,101.2520,677.970000000000
A,USD,STD,INDL,C,003105,2023,IHEARTMEDIA INC,4832,6952.6110,-394.1550,-1102.6600,149.7640,2.670000000000
A,USD,STD,INDL,C,003107,2023,CLEVELAND-CLIFFS INC,3310,17537.0000,7887.0000,399.0000,504.8870,20.420000000000
A,USD,STD,INDL,C,003121,2023,CLOROX CO/DE,2842,5945.0000,220.0000,149.0000,123.8200,159.040000000000
A,USD,STD,INDL,C,003138,2023,COCA COLA CONSOLIDATED INC,2086,4288.9420,1435.5980,408.3750,9.3740,928.400000000000
A,USD,STD,INDL,C,003144,2023,COCA-COLA CO,2086,97703.0000,25941.0000,10714.0000,4308.0000,58.930000000000
A,USD,STD,INDL,C,003153,2023,COEUR MINING INC,1040,2080.8480,1023.9030,-103.6120,386.2830,3.260000000000
A,USD,STD,INDL,C,003158,2023,COHU INC,3825,1150.3520,950.1700,28.1560,47.1760,35.390000000000
A,USD,STD,INDL,C,003170,2023,COLGATE-PALMOLIVE CO,2844,16393.0000,609.0000,2300.0000,821.4130,79.710000000000
A,USD,STD,INDL,C,003198,2023,COLORADO INTERSTATE GAS CO,4923,1524.0000,791.0000,132.0000,,
I,USD,STD,INDL,C,003203,2023,CHASE CORP,2891,600.8060,408.3060,33.1820,9.5040,126.500000000000
A,USD,STD,INDL,C,003221,2023,AON PLC,6411,33959.0000,-826.0000,2564.0000,198.6000,291.020000000000
A,USD,STD,INDL,C,003226,2023,COMCAST CORP,4841,264811.0000,82703.0000,15388.0000,3978.7620,43.850000000000
A,USD,STD,INDL,C,003231,2023,COMERICA INC,6020,85834.0000,6406.0000,881.0000,131.8980,55.810000000000
A,USD,STD,INDL,C,003238,2023,COMMERCE BANCSHARES INC,6020,31701.0610,2944.1160,477.0600,130.4530,53.410000000000
A,USD,STD,INDL,C,003243,2023,CITIGROUP INC,6199,2411834.0000,205453.0000,9228.0000,1903.1140,51.440000000000
A,USD,STD,INDL,C,003246,2023,COMMERCIAL METALS,3312,6639.0940,4120.8730,859.7600,116.5150,56.290000000000
A,USD,STD,INDL,C,003278,2023,AVIS BUDGET GROUP INC,7510,32569.0000,-349.0000,1632.0000,35.5000,177.260000000000
A,USD,STD,INDL,C,003336,2023,DXC TECHNOLOGY CO,7370,13871.0000,2811.0000,91.0000,178.8400,21.210000000000
A,USD,STD,INDL,C,003358,2023,COMTECH TELECOMMUN,3663,996.2370,550.5100,-26.8990,28.0630,10.160000000000
A,USD,STD,INDL,C,003362,2023,CONAGRA BRANDS INC,2000,20862.3000,8440.4000,347.2000,478.1690,29.880000000000
A,USD,STD,INDL,C,003369,2023,RAVE RESTAURANT GROUP INC,5812,14.2370,10.3910,1.6130,14.1540,2.020000000000
A,USD,STD,INDL,C,003382,2023,SHUTTERSTOCK INC,7370,1036.0150,527.0940,110.2690,35.5710,48.280000000000
A,USD,STD,INDL,C,003392,2023,CONNECTICUT LIGHT & POWER CO,4911,15849.6240,6206.8700,518.7330,6.0350,
A,USD,STD,INDL,C,003410,2023,TRANSCONTINENTAL RLTY INVS,6513,1043.0440,826.0070,5.9370,8.6390,34.560000000000
A,USD,STD,INDL,C,003413,2023,CONSOLIDATED EDISON INC,4931,66331.0000,21158.0000,2519.0000,345.4160,90.970000000000
A,USD,STD,INDL,C,003424,2023,BIGLARI HOLDINGS INC,5812,849.4220,599.3300,54.9480,0.6210,164.930000000000
A,USD,STD,INDL,C,003429,2023,CTO REALTY GROWTH INC,6798,989.6680,457.5260,5.5300,22.6430,17.330000000000
A,USD,STD,INDL,C,003439,2023,CMS ENERGY CORP,4931,33517.0000,8125.0000,887.0000,294.4400,58.070000000000
A,USD,STD,INDL,C,003504,2023,COOPER COS INC (THE),3851,11658.9000,7550.8000,294.2000,49.5000,311.750000000000
A,USD,STD,INDL,C,003505,2023,MOLSON COORS BEVERAGE CO,2082,26375.1000,13196.0000,948.9000,213.3000,61.210000000000
A,USD,STD,INDL,C,003532,2023,CORNING INC,3679,28500.0000,11551.0000,581.0000,820.0000,30.450000000000
A,USD,STD,INDL,C,003562,2023,COUSINS PROPERTIES INC,6798,7634.4740,4524.1510,82.9630,151.7990,24.350000000000
A,USD,STD,INDL,C,003570,2023,CRACKER BARREL OLD CTRY STOR,5812,2218.0940,483.8250,99.0500,22.1540,93.200000000000
A,USD,STD,INDL,C,003580,2023,CRANE CO,3490,2333.6000,1357.8000,255.9000,56.9190,118.140000000000
A,USD,STD,INDL,C,003581,2023,CRAWFORD & CO,6411,799.1990,141.6180,30.6090,49.0800,13.180000000000
A,USD,STD,INDL,C,003591,2023,ONEMAIN FINANCE CORP,6141,24289.0000,3180.0000,641.0000,10.1600,
A,USD,STD,INDL,C,003592,2023,ONEMAIN HOLDINGS INC,6141,24294.0000,3186.0000,641.0000,119.7570,49.200000000000
A,USD,STD,INDL,C,003619,2023,CROWN HOLDINGS INC,3411,15034.0000,2410.0000,450.0000,120.6440,92.090000000000
A,USD,STD,INDL,C,003622,2023,CROWN CRAFTS INC,2211,82.7060,51.6010,4.8940,10.3100,5.100000000000
A,USD,STD,INDL,C,003643,2023,CULLEN/FROST BANKERS INC,6020,50845.0380,3716.4470,597.9730,64.1850,108.490000000000
A,USD,STD,INDL,C,003647,2023,CULP INC,2211,132.0540,76.1290,-13.8190,12.4700,4.560000000000
A,USD,STD,INDL,C,003650,2023,CUMMINS INC,3510,32005.0000,8850.0000,735.0000,141.8000,239.570000000000
A,USD,STD,INDL,C,003662,2023,CURTISS-WRIGHT CORP,3728,4620.9690,2328.4130,354.5090,38.2030,222.790000000000
A,USD,STD,INDL,C,003691,2023,GT BIOPHARMA INC,2834,14.1090,7.4760,-7.5970,41.4190,0.255000000000
A,USD,STD,INDL,C,003708,2023,WENDY'S CO,5812,5182.8260,309.7790,204.4400,205.3970,19.480000000000
A,USD,STD,INDL,C,003734,2023,DANA INC,3714,7965.0000,1575.0000,38.0000,144.3860,14.610000000000
A,USD,STD,INDL,C,003735,2023,DANAHER CORP,3826,84488.0000,53486.0000,4764.0000,739.2000,231.340000000000
A,USD,STD,INDL,C,003761,2023,DATA I/O CORP,3825,27.4010,20.3190,0.4860,9.0210,2.940000000000
A,USD,STD,INDL,C,003801,2023,DAVEY TREE EXPERT CO,0700,1281.0600,341.1540,72.1400,32.8480,
A,USD,STD,INDL,C,003806,2023,DAWSON GEOPHYSICAL CO,1382,57.5190,31.4340,-12.1470,30.8120,1.830000000000
A,USD,STD,INDL,C,003813,2023,TARGET CORP,5331,55356.0000,13432.0000,4138.0000,461.6750,139.080000000000
A,USD,STD,INDL,C,003814,2023,DPL INC,4911,2906.2000,148.9000,35.7000,,
A,USD,STD,INDL,C,003835,2023,DEERE & CO,3523,104087.0000,21785.0000,10166.0000,281.5840,365.360000000000
A,USD,STD,INDL,C,003836,2023,DEERE (JOHN) CAPITAL CORP,6153,59115.0000,5901.6000,572.3000,0.0030,
A,USD,STD,INDL,C,003842,2023,DVL INC,6799,38.7090,32.5530,-0.1150,0.0050,4250.000000000000
A,USD,STD,INDL,C,003851,2023,DELTA AIR LINES INC,4512,73644.0000,11105.0000,4609.0000,643.4470,40.230000000000
A,USD,STD,INDL,C,003863,2023,DELUXE CORP,2780,3080.6220,604.0940,26.1200,43.7430,21.450000000000
A,USD,STD,INDL,C,003897,2023,DTE ENERGY CO,4931,44755.0000,11050.0000,1397.0000,206.3570,110.260000000000
A,USD,STD,INDL,C,003905,2023,ADTALEM GLOBAL EDUCATION INC,8200,2810.5410,1457.3360,93.3580,42.3100,34.340000000000
A,USD,STD,INDL,C,003908,2023,DEWEY ELECTRONICS CORP,3621,7.2740,5.2830,0.1410,0.9390,2.860000000000
A,USD,STD,INDL,C,003937,2023,PYXUS INTERNATIONAL INC,5190,1657.9130,142.2840,2.6630,25.0000,3.000000000000
A,USD,STD,INDL,C,003946,2023,DIEBOLD NIXDORF INC,3578,4162.0000,1063.8000,1376.1000,37.5670,28.950000000000
A,USD,STD,INDL,C,003962,2023,NORTECH SYSTEMS INC,3679,75.1270,35.3440,6.8740,2.6910,9.420000000000
A,USD,STD,INDL,C,003964,2023,DILLARDS INC  -CL A,5311,3448.9060,1697.0680,738.8470,16.2300,387.270000000000
A,USD,STD,INDL,C,003969,2023,DIODES INC,3674,2367.6590,1740.7410,227.1820,45.9380,80.520000000000
A,USD,STD,INDL,C,003980,2023,DISNEY (WALT) CO,4888,205579.0000,99277.0000,2354.0000,1830.0000,81.050000000000
A,USD,STD,INDL,C,004001,2023,DIXIE GROUP INC,2273,191.1690,29.2910,-2.7180,15.5300,0.744500000000
A,USD,STD,INDL,C,004016,2023,DOLLAR GENERAL CORP,5331,30795.5910,6749.1190,1661.2740,219.6630,132.070000000000
A,USD,STD,INDL,C,004029,2023,DOMINION ENERGY INC,4911,109032.0000,27529.0000,1994.0000,838.0000,47.000000000000
A,USD,STD,INDL,C,004036,2023,DONALDSON CO INC,3714,2770.5000,1320.7000,358.8000,121.1140,62.830000000000
A,USD,STD,INDL,C,004045,2023,DORCHESTER MINERALS  -LP,6792,191.0650,185.5570,114.1170,39.5830,31.830000000000
A,USD,STD,INDL,C,004058,2023,DOVER CORP,3559,11348.5130,5106.6050,1056.8280,139.8960,153.810000000000
A,USD,STD,INDL,C,004060,2023,DUPONT DE NEMOURS INC,2820,38552.0000,24279.0000,423.0000,430.1100,76.930000000000
A,USD,STD,INDL,C,004066,2023,OMNICOM GROUP INC,7311,28044.6000,3616.3000,1391.4000,198.0000,86.510000000000
A,USD,STD,INDL,C,004091,2023,DUCOMMUN INC,3728,1120.9190,636.0940,15.9280,14.6010,52.060000000000
A,USD,STD,INDL,C,004093,2023,DUKE ENERGY CORP,4931,176893.0000,49112.0000,2841.0000,771.0000,97.040000000000
I,USD,STD,INDL,C,004094,2023,DUN & BRADSTREET HOLDNGS INC,7323,9135.9000,3419.1000,-47.0000,438.8480,11.700000000000
A,USD,STD,INDL,C,004108,2023,FLOWSERVE CORP,3561,5108.7190,1936.1000,186.7430,130.9080,41.220000000000
A,USD,STD,INDL,C,004115,2023,DYCOM INDUSTRIES INC,1623,2516.8850,1054.6560,218.9230,29.0910,111.700000000000
A,USD,STD,INDL,C,004124,2023,DYNATRONICS CORP,3845,30.0630,16.8570,-4.9730,4.0450,0.750300000000
A,USD,STD,INDL,C,004145,2023,REVVITY INC,3826,13564.6650,7872.7390,693.0940,123.4260,109.310000000000
A,USD,STD,INDL,C,004186,2023,EASTERN CO,3420,252.0390,132.4810,8.5850,6.2170,22.000000000000
A,USD,STD,INDL,C,004193,2023,EASTGROUP PROPERTIES,6798,4519.2130,2608.3270,200.4910,47.7000,183.540000000000
A,USD,STD,INDL,C,004194,2023,EASTMAN KODAK CO,3861,2355.0000,1141.0000,75.0000,79.6000,3.900000000000
A,USD,STD,INDL,C,004199,2023,EATON CORP PLC,3620,38432.0000,19036.0000,3218.0000,399.4000,240.820000000000
A,USD,STD,INDL,C,004213,2023,ECOLAB INC,2842,21846.6000,8044.7000,1372.3000,285.4490,198.350000000000
A,USD,STD,INDL,C,004225,2023,EDUCATIONAL DEVELOPMENT CORP,5190,90.1050,45.4500,0.5460,8.5750,1.840000000000
A,USD,STD,INDL,C,004275,2023,ELECTRO-SENSORS INC,3823,14.4450,13.7550,0.2750,3.4280,3.800000000000
A,USD,STD,INDL,C,004292,2023,ELECTR TELE-COMMUNCTN,3661,0.1430,-0.5440,0.0080,2.5090,0.023100000000
A,USD,STD,INDL,C,004321,2023,EMERSON ELECTRIC CO,3823,42746.0000,20689.0000,13219.0000,572.0000,96.570000000000
A,USD,STD,INDL,C,004322,2023,EMERSON RADIO CORP,3651,29.0650,26.2250,0.7660,21.0430,0.530000000000
A,USD,STD,INDL,C,004367,2023,WEATHERFORD INTL PLC,1381,5068.0000,924.0000,417.0000,72.1000,97.830000000000
A,USD,STD,INDL,C,004383,2023,ATMOS ENERGY CORP,4924,22516.9680,10870.0640,885.8620,148.4930,105.930000000000
A,USD,STD,INDL,C,004384,2023,MARA HOLDINGS INC,7370,1990.9730,1615.9210,261.1730,242.8290,23.490000000000
A,USD,STD,INDL,C,004390,2023,ENNIS INC,2761,399.1900,349.8410,42.5970,25.8030,20.320000000000
A,USD,STD,INDL,C,004409,2023,ENZON PHARMACEUTICALS INC,2836,47.7020,45.9880,1.3730,74.2150,0.093550000000
A,USD,STD,INDL,C,004412,2023,VISKASE COMPANIES INC,3089,460.8440,182.8590,13.5060,103.1910,1.900000000000
A,USD,STD,INDL,C,004415,2023,ENVIRONMENTAL TECTONICS CORP,3728,43.9410,0.9360,1.8200,9.4440,0.740200000000
I,USD,STD,INDL,C,004418,2023,ENZO BIOCHEM INC,3826,121.8800,78.4620,20.2880,49.9980,1.480000000000
A,USD,STD,INDL,C,004423,2023,EQUIFAX INC,7323,12280.0000,4534.1000,545.3000,123.3000,247.290000000000
A,USD,STD,INDL,C,004430,2023,EQT CORP,1311,25285.0980,14773.2000,1735.2320,419.8960,38.660000000000
A,USD,STD,INDL,C,004439,2023,TELEFONAKTIEBOLAGET LM ERICS,3663,29537.1080,9811.9930,-2629.7770,3330.1420,6.300000000000
A,USD,STD,INDL,C,004448,2023,ESCALADE INC,3949,253.0050,164.5790,9.8290,13.7370,20.090000000000
A,USD,STD,INDL,C,004450,2023,ESPEY MFG & ELECTRONICS CORP,3679,47.5020,35.8800,3.6770,2.4690,16.745000000000
A,USD,STD,INDL,C,004462,2023,NEWMARKET CORP,2860,2308.8710,1077.0610,388.8640,9.5900,545.830000000000
A,USD,STD,INDL,C,004485,2023,KINGSTONE COS INC,6331,317.6330,34.5040,-6.1680,10.7770,2.130000000000
A,USD,STD,INDL,C,004494,2023,EXPEDITORS INTL WASH INC,4731,4523.8090,2390.3500,752.8830,143.8660,127.200000000000
A,USD,STD,INDL,C,004497,2023,DMC GLOBAL INC,3533,884.4950,410.2950,26.2590,19.7780,18.820000000000
A,USD,STD,INDL,C,004498,2023,INSTEEL INDUSTRIES,3310,447.5130,381.5050,32.4150,19.4540,32.460000000000
A,USD,STD,INDL,C,004503,2023,EXXON MOBIL CORP,2911,376317.0000,204802.0000,36010.0000,3971.0000,99.980000000000
A,USD,STD,INDL,C,004510,2023,FMC CORP,2870,11926.2000,4410.9000,1321.5000,124.7610,63.050000000000
A,USD,STD,INDL,C,004517,2023,NEXTERA ENERGY INC,4911,177489.0000,47468.0000,7310.0000,2052.0000,60.740000000000
